"","Year","LifeExpectancy","Alcohol","TotalExpenditure","HepatitisB","Measles","Polio","BMI","HIV/AIDS","GDP","Schooling","HDI_Income"
"1064",2010,77,2.14,94,0,47.2,94,6.64,0.4,2825.5247,0.602,10.5
"1065",2009,76,2.14,92,0,46.5,92,6.79,0.4,2635.753474,0.596,10.4
"1066",2008,79,2.21,95,0,45.9,96,6.65,0.4,2794.22189,0.589,10.4
"1067",2007,75,2.4,85,0,45.2,85,6.86,0.4,2489.955836,0.578,10.1
"1068",2006,69.7,2.38,89,0,44.5,9,7.7,0.4,2256.56724,0.57,9.8
"1069",2005,69.2,2.35,87,0,43.8,87,6.79,0.4,277.83438,0.567,9.6
"1070",2004,69.6,2.4,NA,0,43.1,88,6.77,0.4,1872.73783,0.564,9.3
"1071",2003,69.4,2.45,NA,0,42.4,84,6.88,0.4,1753.349471,0.56,9
"1072",2002,69.3,2.41,NA,0,41.7,82,6.71,0.3,171.771491,0.553,8.8
"1073",2001,68.4,2.53,NA,0,41.1,78,6.76,0.3,1568.376276,0.546,8.5
"1074",2000,67.7,2.63,NA,0,4.4,8,5.25,0.2,1655.596261,0.539,8.2
"1075",2015,59,NA,54,243,23.3,42,NA,0.5,554.48766,0.414,8.8
"1076",2014,58.1,0.01,51,175,22.7,42,5.64,0.5,561.997387,0.412,8.6
"1077",2013,58.8,0.01,63,53,22.2,63,5.49,1,54.169324,0.406,8.5
"1078",2012,58.4,0.01,62,6,21.7,63,5.39,1.9,52.3485646,0.396,8.5
"1079",2011,58.1,0.22,63,11,21.2,63,4.73,2,459.2912,0.385,8.4
"1080",2010,57.8,0.2,64,45,2.8,62,4.55,2.2,438.7513346,0.38,8.3
"1081",2009,57.3,0.18,57,264,2.3,6,3.85,2.3,436.6895539,0.376,8.1
"1082",2008,56.8,0.21,57,89,19.8,59,3.21,2.3,437.4467238,0.371,7.9
"1083",2007,56.4,0.19,57,3,19.4,46,3.8,2.4,49.456775,0.364,7.6
"1084",2006,55.6,0.16,NA,4,19,53,3.2,2.6,296.68382,0.356,7.1
"1085",2005,54.7,0.21,NA,99,18.5,59,2.82,2.7,33.424498,0.346,6.6
"1086",2004,54,0.34,NA,10,18.1,65,3.14,2.8,386.3288283,0.325,5.1
"1087",2003,53.3,0.18,NA,2497,17.7,61,3.45,2.9,37.1931781,0.338,5.9
"1088",2002,52.9,0.21,NA,2151,17.3,56,3.76,3,322.811171,0.329,5.5
"1089",2001,52.5,0.17,NA,7408,16.9,52,3.65,3,315.83983,0.322,5.1
"1090",2000,52.5,0.17,NA,11294,16.6,47,3.46,3,34.516918,0.316,4.8
"1091",2015,58.9,NA,87,153,26.3,87,NA,3.2,596.8717189,0.421,9.2
"1092",2014,58.4,0.01,87,1,25.6,87,5.59,3.4,642.6256154,0.419,9.2
"1093",2013,58.1,0.01,87,0,25,87,6.14,4.5,61.566347,0.415,9.1
"1094",2012,57.6,0.01,87,0,24.3,87,5.96,5.3,67.7518833,0.416,9.1
"1095",2011,57.1,3.57,86,0,23.7,85,5.46,5.7,692.69989,0.41,9
"1096",2010,56.7,3.21,83,26,23.1,82,6.7,5.9,543.957418,0.405,8.9
"1097",2009,56.3,2.55,8,0,22.5,78,6.81,6,544.222779,0.401,8.9
"1098",2008,55.6,2.64,NA,12,21.9,77,6.5,6,583.5445622,0.398,8.8
"1099",2007,55,2.98,NA,1,21.3,76,6.1,5.7,481.694976,0.394,8.8
"1100",2006,54.4,3.22,NA,0,2.7,74,5.87,5.6,418.94454,0.388,8.3
"1101",2005,53.9,3.1,NA,0,2.1,73,5.72,5.4,424.9534585,0,8
"1102",2004,53.5,2.58,NA,3526,19.6,69,5.41,5,393.3138244,0,7.7
"1103",2003,53,2.16,NA,1158,19,65,5.62,4.6,36.5718585,0,7.4
"1104",2002,52.8,2.47,NA,298,18.5,61,5.84,4.1,321.481324,0,7.1
"1105",2001,52.5,2.55,NA,126,17.9,56,5.4,3.6,39.486749,0,6.7
"1106",2000,52.1,2.84,NA,0,17.4,52,4.94,3.1,297.7519443,0,6.4
"1107",2015,66.2,NA,95,0,46.7,92,NA,0.3,4136.689919,0.638,10.3
"1108",2014,66,7.64,98,0,45.9,97,5.25,0.3,43.82321,0.636,10.3
"1109",2013,65.9,7.56,98,0,45,98,5.1,0.3,3944.178173,0.633,10.3
"1110",2012,65.8,7.57,97,0,44.1,97,6.57,0.3,3785.935665,0.63,10.6
"1111",2011,65.6,7.56,93,0,43.2,93,6.8,0.4,3439.597513,0.624,10.3
"1112",2010,65.9,7.52,95,0,42.4,95,6.6,0.4,326.281212,0.618,10.2
"1113",2009,66.1,7.49,98,0,41.6,97,7.32,0.3,2716.35256,0.618,10.5
"1114",2008,66.3,7.32,93,0,4.9,93,7.46,0.8,2576.124957,0.618,10.7
"1115",2007,65.7,7.2,94,0,4.3,94,6.45,1.9,2327.58324,0.62,11.2
"1116",2006,65.2,7.04,93,0,39.6,92,4.67,1.1,1945.6395,0.622,11.7
"1117",2005,65,7.35,93,0,39,93,5.83,1.8,198.455216,0.619,11.4
"1118",2004,65.1,7.84,91,0,38.4,91,5.73,1.9,145.58861,0.613,11.2
"1119",2003,65.3,7.93,9,0,37.8,91,5.97,2.1,986.7958173,0.611,11.1
"1120",2002,65.3,7.73,91,0,37.1,93,5.84,2.3,96.8674827,0.609,11
"1121",2001,65.4,6.71,85,0,36.4,9,5.82,1.7,925.582546,0.606,10.9
"1122",2000,65.4,6.63,NA,0,35.7,79,5.85,1.1,946.599372,0.602,10.9
"1123",2015,63.5,NA,6,0,49.9,56,NA,0.5,814.5463952,0.49,9.1
"1124",2014,63.1,0.01,48,0,48.8,55,7.56,0.5,83.1148117,0.487,9.1
"1125",2013,62.7,5.68,68,0,47.7,67,8.1,0.5,81.265673,0.483,9.1
"1126",2012,62.3,5.68,NA,0,46.5,67,9.88,0.8,766.8437623,0.477,8.9
"1127",2011,62.3,5.68,NA,0,45.3,67,1.41,1.5,74.9358452,0.47,8.7
"1128",2010,36.3,5.76,NA,0,44.2,66,8.9,1.9,662.2795182,0.47,8.6
"1129",2009,62.5,5.85,NA,0,43,65,6.68,2,668.297646,0.466,8.5
"1130",2008,62.1,5.95,NA,0,41.8,64,5.92,2.4,674.7564147,0.462,8.4
"1131",2007,61.8,6.08,NA,0,4.7,62,5.56,2.7,615.8198192,0.458,8.4
"1132",2006,61.1,6.18,NA,0,39.6,61,5.7,3.3,55.47626,0.455,8.3
"1133",2005,65,5.57,NA,0,38.5,6,4.41,3.9,465.311876,0.452,8.2
"1134",2004,58.7,6.1,NA,0,37.5,58,5.61,4.3,387.9429725,0.45,8.1
"1135",2003,59.7,6.64,NA,0,36.5,56,5.32,4.6,329.782946,0.447,8.1
"1136",2002,59.3,6.1,NA,0,35.6,54,5.47,4.8,393.16327,0.444,8
"1137",2001,58.9,6.22,NA,159,34.8,52,5.63,5,413.7383164,0.443,7.9
"1138",2000,58.6,4.79,NA,992,34,5,6.6,5.1,462.486524,0.439,7.8
"1139",2015,74.6,NA,97,0,51,97,NA,0.3,2326.15856,0.623,11.2
"1140",2014,74.5,2.87,97,0,5.2,97,8.72,0.3,2242.711912,0.618,11.4
"1141",2013,74.3,3.11,97,0,49.3,97,9.15,0.4,2136.77395,0.614,11.6
"1142",2012,74.1,3.11,97,0,48.4,97,9.78,0.4,2178.38325,0.614,11.6
"1143",2011,73.9,3.1,97,0,47.6,97,8.57,0.4,212.584798,0.611,11.7
"1144",2010,73.6,3.1,97,0,46.8,97,8.45,0.4,1932.85829,0.606,11.5
"1145",2009,73.4,3.08,97,0,45.9,97,8.84,0.5,1815.489496,0.603,11.3
"1146",2008,73.2,3.14,92,0,45.1,93,8.4,0.6,1751.595857,0.597,11.1
"1147",2007,73,3.16,93,0,44.3,94,7.89,0.7,1592.572182,0.59,10.9
"1148",2006,72.8,3.23,94,0,43.5,94,7.63,0.8,1437.628785,0.583,10.8
"1149",2005,72.5,3.23,97,0,42.8,98,7.81,0.9,1311.741714,0.577,10.6
"1150",2004,72.2,3.02,93,0,42,94,7.89,1.2,1217.657961,0.571,10.4
"1151",2003,71.9,3.04,91,0,41.2,92,8.29,1.4,1157.3427,0.566,10.3
"1152",2002,71.6,3.09,94,0,4.4,95,7.28,1.5,1132.8721,0.561,10.1
"1153",2001,71.3,2.74,95,0,39.6,99,6.88,1.6,113.4546,0.557,9.9
"1154",2000,71,2.61,93,0,38.8,88,6.63,1.7,188.783165,0.551,9.8
"1155",2015,75.8,NA,NA,0,64.8,99,NA,0.1,12365.6263,0.834,15.6
"1156",2014,75.6,0.01,NA,0,64.2,99,7.4,0.1,14117.97668,0.834,15.8
"1157",2013,75.5,10.88,NA,1,63.6,99,7.53,0.1,13613.6147,0.824,15.4
"1158",2012,75,11.27,NA,2,63,99,7.74,0.1,12834.32349,0.823,15.4
"1159",2011,74.8,11.51,NA,5,62.4,99,7.84,0.1,1448.87958,0.821,15.4
"1160",2010,74.5,10.78,NA,0,61.7,99,7.85,0.1,1325.53379,0.817,15.3
"1161",2009,74.2,11.46,NA,1,61.1,99,7.55,0.1,12967.16543,0.816,15.3
"1162",2008,74.1,11.64,NA,0,6.5,99,7.33,0.1,15669.25929,0.812,15.3
"1163",2007,73.5,12.55,NA,0,59.9,99,7.51,0.1,13842.6549,0.809,15.3
"1164",2006,73.4,13.16,NA,1,59.3,99,8.1,0.1,11398.76584,0.802,15.2
"1165",2005,72.9,12.94,NA,2,58.8,99,8.28,0.1,11161.72441,0.795,15
"1166",2004,72.9,13.28,NA,0,58.2,99,8.8,0.1,1259.5266,0.793,15.3
"1167",2003,72.5,13.24,NA,0,57.6,99,8.42,0.1,8396.25323,0.784,14.9
"1168",2002,72.5,13.29,NA,0,57.1,98,7.47,0.1,665.6443,0.775,14.6
"1169",2001,72.3,13.18,NA,20,56.6,99,7.11,0.1,527.85364,0.769,14.2
"1170",2000,71.7,12.22,NA,1,56.1,99,7.6,0.1,4623.46712,0.761,13.9
"1171",2015,82.7,NA,NA,0,61,92,NA,0.1,5734.4436,0.919,19
"1172",2014,82.5,7.45,NA,0,6.6,9,8.86,0.1,52473.11356,0.915,19
"1173",2013,82.4,7.31,NA,0,6.2,91,8.75,0.1,4781.3888,0.907,19
"1174",2012,82.5,7.81,NA,0,59.7,89,8.68,0.1,44333.8518,0.901,18.7
"1175",2011,82.1,8.13,NA,0,59.3,95,8.65,0.1,46.217,0.894,18.6
"1176",2010,81.8,8.25,NA,0,58.9,96,8.86,0.1,41676.44527,0.894,18.4
"1177",2009,81.6,10.22,NA,0,58.5,96,9.12,0.1,4461.89251,0.894,18.4
"1178",2008,81.4,8.49,NA,0,58.1,98,8.8,0.1,55575.29196,0.892,18.2
"1179",2007,81.3,7.53,NA,0,57.8,97,8.75,0.1,68348.31817,0.887,18.2
"1180",2006,81.1,7.2,NA,0,57.4,97,8.96,0.1,5613.54115,0.884,18.1
"1181",2005,81,7.05,NA,0,56.9,95,9.21,0.1,56249.7555,0.879,17.9
"1182",2004,88,6.79,NA,0,56.5,99,9.59,0.1,46917.27216,0.873,18.3
"1183",2003,87,6.61,NA,0,55.9,97,1.7,0.1,3944.999,0.866,17.6
"1184",2002,84,6.61,NA,0,55.4,95,9.86,0.1,31996.2172,0.859,17.2
"1185",2001,80,6.37,NA,0,54.8,92,9.12,0.1,28585.9254,0.854,17.1
"1186",2000,79.7,6.17,NA,0,54.2,98,9.28,0.1,31813.37344,0.847,16.8
"1187",2015,68.3,NA,87,90387,18.7,86,NA,0.2,1613.18878,0.615,11.6
"1188",2014,68,3.07,79,79563,18.1,84,4.69,0.2,1573.11889,0.607,11.6
"1189",2013,67.6,3.11,7,13822,17.5,82,4.53,0.2,1452.195373,0.599,11.5
"1190",2012,67.3,3.1,73,18668,17,79,4.39,0.2,1446.98541,0.59,11.3
"1191",2011,66.8,3,44,33634,16.4,79,4.33,0.2,1461.671957,0.58,10.8
"1192",2010,66.4,2.77,38,31458,15.9,76,4.28,0.2,1345.77153,0.569,10.4
"1193",2009,66,2.5,37,56188,15.4,73,4.38,0.2,19.317765,0.563,10.5
"1194",2008,65.5,1.93,29,44258,14.9,69,4.34,0.3,991.484634,0.556,10.2
"1195",2007,65.2,1.59,6,41144,14.4,67,4.23,0.3,118.166373,0.546,9.9
"1196",2006,64.8,1.37,6,64185,13.9,66,4.25,0.3,792.259698,0.536,9.7
"1197",2005,64.4,1.27,8,36711,13.5,65,4.28,0.3,77.819,0.526,9.4
"1198",2004,64,1.2,6,55443,13,58,4.22,0.3,621.3183767,0.518,9.2
"1199",2003,63.7,1.19,NA,47147,12.6,57,4.3,0.3,541.1352279,0.505,8.6
"1200",2002,63.3,1.1,NA,40044,12.2,58,4.4,0.3,466.2842,0.499,8.4
"1201",2001,62.9,1,NA,51780,11.8,58,4.5,0.3,447.138966,0.494,8.3
"1202",2000,62.5,0.93,NA,38835,11.4,57,4.26,0.3,438.864634,0.489,8.3
"1203",2015,69.1,NA,78,15099,27.4,8,NA,0.3,3336.16686,0.686,12.9
"1204",2014,68.9,0.09,78,12943,26.5,8,2.85,0.3,3491.595887,0.682,12.9
"1205",2013,68.7,0.09,85,8419,25.6,86,2.93,0.3,362.663981,0.677,12.9
"1206",2012,68.5,0.08,83,15489,24.7,84,2.9,0.3,3687.953996,0.669,12.6
"1207",2011,68.3,0.08,81,21893,23.8,81,2.71,0.3,3634.27685,0.662,12.3
"1208",2010,68.1,0.08,83,18869,22.9,82,2.74,0.3,3113.48635,0.656,12.1
"1209",2009,67.9,0.08,82,20818,22.1,85,2.83,0.3,2254.44566,0.645,11.7
"1210",2008,67.7,0.07,82,15369,21.3,83,2.81,0.2,216.52766,0.641,11.7
"1211",2007,67.5,0.06,76,19456,2.5,77,3.1,0.2,1855.93915,0.638,11
"1212",2006,67.3,0.06,66,20422,19.7,78,2.91,0.1,1586.254,0.632,10.9
"1213",2005,67.2,0.06,65,15853,19,79,2.79,0.1,126.928834,0.629,11.1
"1214",2004,65.3,0.06,64,29171,18.2,79,2.37,0.1,1148.56996,0.624,11
"1215",2003,66.9,0.05,64,24457,17.5,8,2.53,0.1,164.59447,0.613,10.8
"1216",2002,66.7,0.05,63,14492,16.7,8,2.27,0.1,899.5556857,0.608,10.6
"1217",2001,66.5,0.06,62,3825,16,77,2.23,0.1,747.9817455,0.604,10.6
"1218",2000,66.3,0.06,65,3344,15.4,72,1.98,0.1,78.92744,0.597,10.7
"1219",2015,75.5,NA,98,615,59.7,98,NA,0.1,NA,0.774,14.8
"1220",2014,75.4,0.01,99,99,58.5,99,6.89,0.1,NA,0.77,14.9
"1221",2013,75.3,0.01,99,189,57.2,98,6.49,0.1,NA,0.769,15
"1222",2012,75.1,0.01,98,332,56,99,6.98,0.1,NA,0.755,13.6
"1223",2011,74.7,0.03,99,73,54.8,99,7.12,0.1,NA,0.745,13.1
"1224",2010,74.1,0.03,99,538,53.6,99,8.2,0.1,NA,0.735,12.9
"1225",2009,73.3,0.03,99,262,52.5,99,7.63,0.1,NA,0.728,12.8
"1226",2008,72.7,0.02,99,127,51.4,99,6.28,0.1,NA,0.716,12.1
"1227",2007,72.4,0.02,97,133,5.4,98,5.84,0.1,NA,0.704,11.8
"1228",2006,72.2,0.02,98,220,49.4,99,5.95,0.1,NA,0.692,11.4
"1229",2005,72,0.01,94,7,48.5,95,6.6,0.1,NA,0.687,11.4
"1230",2004,71.8,0.01,95,3,47.6,98,5.89,0.1,NA,0.686,11.8
"1231",2003,75,0.01,98,11644,46.9,99,5.42,0.1,NA,0.679,11.8
"1232",2002,71.2,0.01,99,9554,46.2,99,5.39,0.1,NA,0.674,11.9
"1233",2001,78,0.01,94,9582,45.5,95,5.2,0.1,NA,0.666,11.6
"1234",2000,73,0.01,99,11874,44.9,99,4.47,0.1,NA,0.66,11.6
"1235",2015,68.9,NA,56,1433,59.1,63,NA,0.1,4974.2693,0.649,10.1
"1236",2014,67.9,0.01,62,1317,58.5,67,5.54,0.1,673.74737,0.658,10.1
"1237",2013,69.5,0.01,66,669,57.8,7,5.92,0.1,6925.22446,0.659,10.3
"1238",2012,76,0.01,61,15,57.2,7,5.26,0.1,6651.12242,0.656,10.5
"1239",2011,77,0.17,77,15,56.5,8,3.32,0.1,5854.614497,0.649,10.4
"1240",2010,76,0.19,72,492,55.8,74,3.82,0.1,452.74948,0.646,10.4
"1241",2009,74,0.2,75,30328,55.2,78,4.65,0.1,3735.144836,0.643,10.3
"1242",2008,69.3,0.17,66,5494,54.5,71,3.93,0.1,4521.3247,0.638,10.3
"1243",2007,65.9,0.14,56,230,53.8,74,3.69,0.1,3129.224922,0.636,10.2
"1244",2006,64.7,0.03,59,474,53.2,63,3,0.1,2351.812429,0.631,10.2
"1245",2005,66.8,0.18,65,908,52.5,69,4.13,0.1,1849.63911,0.628,10.1
"1246",2004,67.2,0.32,62,9081,51.9,69,5.61,0.1,1391.816923,0.603,9.8
"1247",2003,66.5,0.07,63,0,51.3,73,4.36,0.1,NA,0.616,9.4
"1248",2002,74,0.15,65,0,5.6,76,NA,0.1,NA,0.614,9.1
"1249",2001,72,0.17,66,4088,5.1,8,NA,0.1,NA,0.607,8.7
"1250",2000,70,0.2,67,726,49.5,83,NA,0.1,NA,0.603,8.6
"1251",2015,81.4,NA,95,4,62.8,95,NA,0.1,6664.144,0.92,18.6
"1252",2014,81.2,10.75,95,33,62.1,96,7.78,0.1,5553.32623,0.91,18.6
"1253",2013,81,10.49,95,51,61.3,96,8.1,0.1,5234.76736,0.902,18.6
"1254",2012,85,11.49,95,107,6.5,95,8.32,0.1,49231.36254,0.895,18.5
"1255",2011,84,11.72,95,285,59.7,95,8.15,0.1,52567.52568,0.909,18.5
"1256",2010,86,11.88,46,443,58.9,94,8.76,0.1,48538.58776,0.907,18.2
"1257",2009,79.7,11.41,NA,164,58.2,94,9.53,0.1,51983.78892,0.909,17.9
"1258",2008,79.8,12.66,NA,57,57.4,93,8.64,0.1,61235.415,0.908,17.9
"1259",2007,79.5,13.59,NA,64,56.6,92,7.57,0.1,61388.17457,0.902,17.6
"1260",2006,79,13.44,NA,87,55.8,91,7.22,0.1,54326.9713,0.896,17.6
"1261",2005,78.7,13.31,NA,95,55.1,9,7.27,0.1,5886.82789,0.889,17.5
"1262",2004,78.3,13.32,NA,334,54.4,89,7.34,0.1,47631.6377,0.88,17.1
"1263",2003,78,13.24,NA,584,53.6,86,7.5,0.1,4117.15532,0.87,16.8
"1264",2002,77.4,14.17,NA,243,52.9,83,6.85,0.1,32539.1937,0.862,16.5
"1265",2001,77,14.27,NA,241,52.2,84,6.6,0.1,28223.55528,0.857,16.4
"1266",2000,76.4,14.07,NA,0,51.5,86,6.3,0.1,26241.91883,0.848,16.2
"1267",2015,82.5,NA,96,80,64.9,95,NA,0.1,35729.37253,0.898,16
"1268",2014,82.2,2.62,97,6,64.6,95,7.81,0.1,37582.84624,0.895,16
"1269",2013,82.1,2.69,97,50,64.2,96,7.89,0.1,36393.66932,0.891,15.9
"1270",2012,81.8,2.78,97,211,63.8,94,7.73,0.1,32569.59683,0.889,15.9
"1271",2011,81.8,2.67,98,70,63.4,94,7.39,0.1,33657.15727,0.883,15.8
"1272",2010,81.7,2.63,97,23,63,95,7.36,0.1,3661.994,0.878,15.7
"1273",2009,81.5,2.55,98,5,62.6,96,7.46,0.1,27795.87671,0.876,15.6
"1274",2008,81,2.47,99,931,62.1,94,7.33,0.1,29657.4421,0.877,15.8
"1275",2007,84,2.33,99,539,61.6,95,7.37,0.1,258.637,0.872,15.7
"1276",2006,84,2.23,96,9,61.1,94,7.38,0.1,2195.1769,0.87,15.7
"1277",2005,80,2.41,96,2,6.6,95,7.44,0.1,2611.17931,0.866,15.8
"1278",2004,81,2.23,99,116,6.1,95,7.35,0.1,19888.172,0.863,15.9
"1279",2003,79.7,2.32,98,124,59.6,93,7.44,0.1,18946.99942,0.863,16
"1280",2002,79.3,2.47,98,2,59.2,91,7.49,0.1,18431.15696,0.855,15.3
"1281",2001,79.3,2.53,96,19,58.7,93,7.61,0.1,236.19646,0.85,15.1
"1282",2000,78.9,2.53,98,36,58.3,93,7.13,0.1,2152.1432,0.845,15.2
"1283",2015,82.7,NA,93,159,63.6,93,NA,0.1,349.14755,0.881,16.3
"1284",2014,82.5,7.56,95,0,63.1,95,9.25,0.1,35396.66517,0.877,16.3
"1285",2013,82.3,7.35,96,0,62.6,96,9.22,0.1,3537.27441,0.876,16.5
"1286",2012,82,7.49,96,376,62.1,96,9.28,0.1,34814.12436,0.877,16.6
"1287",2011,82,6.98,96,5189,61.5,96,9.27,0.1,38334.68477,0.872,16.4
"1288",2010,81.8,6.95,96,372,61,96,9.42,0.1,35849.37364,0.869,16.4
"1289",2009,81.6,7.25,96,351,6.5,96,9.41,0.1,36976.84512,0.868,16.3
"1290",2008,81.5,7.96,96,1617,59.9,96,8.89,0.1,464.18465,0.866,16.3
"1291",2007,81.3,8.37,97,321,59.4,97,8.48,0.1,37698.78573,0.862,16.1
"1292",2006,81.2,8.44,96,439,58.8,97,8.82,0.1,3341.7482,0.856,16
"1293",2005,88,8.65,96,135,58.2,97,8.71,0.1,31959.26215,0.851,15.8
"1294",2004,89,8.98,96,599,57.6,97,8.49,0.1,31174.56118,0.846,15.6
"1295",2003,79.9,9.3,95,10982,57,97,8.17,0.1,27387.2258,0.841,15.4
"1296",2002,80,9.25,95,9385,56.4,96,8.23,0.1,22196.5736,0.836,15.2
"1297",2001,79.8,9.69,95,0,55.7,96,8.11,0.1,24.819,0.828,14.9
"1298",2000,79.4,9.78,94,1457,55,97,7.91,0.1,251.2426,0.823,14.8
"1299",2015,76.2,NA,91,0,54.2,91,NA,0.5,4965.989857,0.729,12.8
"1300",2014,75.8,3.83,92,0,53.5,93,5.36,0.5,4855.743789,0.727,12.8
"1301",2013,75.6,3.79,93,0,52.7,86,5.91,0.6,56.144952,0.727,12.8
"1302",2012,75.3,3.65,96,0,52,96,5.66,0.5,521.33363,0.725,12.8
"1303",2011,75.2,3.58,92,1,51.2,93,5.21,0.6,513.549487,0.722,12.8
"1304",2010,75,3.55,94,0,5.5,94,5.3,0.5,4682.728424,0.721,12.7
"1305",2009,74.7,3.33,9,0,49.7,9,5.16,0.6,4293.383274,0.721,12.7
"1306",2008,74.5,3.51,92,2,48.9,91,5.4,0.4,492.492378,0.718,12.6
"1307",2007,74.2,3.64,92,0,48.1,94,4.87,0.9,462.517913,0.714,12.5
"1308",2006,74,3.63,97,0,47.2,99,4.22,1.5,4313.1682,0.709,12.5
"1309",2005,73.5,3.59,99,0,46.3,99,4.7,1.9,482.24762,0.706,12.4
"1310",2004,73.3,3.67,98,0,45.4,97,4.8,2.3,3719.97351,0.689,11.1
"1311",2003,73.1,3.48,36,0,44.5,99,4.56,2.3,3465.221998,0.694,11.9
"1312",2002,73,3.76,NA,0,43.5,99,4.86,2.3,3596.496282,0.69,11.7
"1313",2001,72.7,3.89,NA,0,42.5,99,5.34,2.2,3394.878,0.68,10.9
"1314",2000,72.6,3.46,NA,0,41.6,95,5.81,2.2,336.8742,0.682,11.4
"1315",2015,83.7,NA,NA,35,29,99,NA,0.1,34474.13736,0.902,15.3
"1316",2014,83.5,0.01,NA,462,28.6,99,1.23,0.1,3896.21151,0.899,15.3
"1317",2013,83.5,7.55,NA,229,28.2,99,1.25,0.1,4454.44746,0.894,15.3
"1318",2012,83.3,7.39,NA,228,27.8,99,1.17,0.1,4863.47665,0.889,15.3
"1319",2011,82.5,7.39,NA,434,27.4,96,1.7,0.1,48167.99727,0.884,15.1
"1320",2010,83,6.9,NA,450,26.9,98,9.58,0.1,4457.67639,0.879,15.1
"1321",2009,83,7.09,NA,741,26.4,99,9.51,0.1,4855.17564,0.881,15
"1322",2008,82.7,7.11,NA,11015,25.9,98,8.6,0.1,39339.29757,0.88,15
"1323",2007,82.6,7.29,NA,0,25.4,97,8.25,0.1,35275.22843,0.877,15
"1324",2006,82.4,7.49,NA,520,24.9,95,8.19,0.1,35433.98896,0.873,14.9
"1325",2005,82,7.99,NA,0,24.4,95,8.18,0.1,37217.64873,0.87,14.9
"1326",2004,82.1,7.7,NA,8752,23.8,97,8.3,0.1,37688.72234,0.866,14.8
"1327",2003,81.9,7.83,NA,8286,23.4,97,8,0.1,3488.3992,0.863,14.8
"1328",2002,81.8,7.87,NA,33812,22.9,89,7.85,0.1,32289.3554,0.86,14.7
"1329",2001,81.5,8.03,NA,22552,22.5,81,7.75,0.1,33846.46564,0.856,14.6
"1330",2000,81.1,7.97,NA,22497,22.2,98,7.53,0.1,38532.488,0.852,14.5
"1331",2015,74.1,NA,99,0,65.6,99,NA,0.1,496.99275,0.741,13.1
"1332",2014,74,0.41,98,20,64.8,98,7.45,0.1,466.94775,0.737,13.1
"1333",2013,73.9,0.4,98,120,64,98,7.23,0.1,3992.86717,0.737,13.1
"1334",2012,73.7,0.41,98,3,63.2,98,8,0.1,387.753211,0.735,12.9
"1335",2011,73.6,0.43,98,0,62.4,98,8.39,0.1,387.324145,0.737,13.1
"1336",2010,73.4,0.51,98,0,61.7,98,8.42,0.1,3679.19275,0.739,13.2
"1337",2009,73.3,0.59,98,0,6.9,98,9.54,0.1,3492.1396,0.742,13.6
"1338",2008,73.1,0.61,97,2,6.1,98,8.78,0.1,3385.69665,0.739,13.6
"1339",2007,73,0.6,98,41,59.3,98,8.35,0.1,2762.86354,0.736,13.6
"1340",2006,72.8,0.59,98,1,58.6,98,8.8,0.1,2537.349,0.733,13.7
"1341",2005,72.4,0.55,95,28,57.8,95,8.88,0.1,223.83787,0.73,13.8
"1342",2004,72.5,0.54,95,21,57,95,9.5,0.1,261.456882,0.723,13.5
"1343",2003,72.3,0.54,97,76,56.3,97,9.15,0.1,1889.213962,0.717,13.2
"1344",2002,72.1,0.54,95,19,55.5,95,9.68,0.1,1812.288374,0.712,13
"1345",2001,71.9,0.55,97,61,54.8,97,9.9,0.1,1728.2659,0.706,12.7
"1346",2000,71.7,0.49,93,32,54,94,9.65,0.1,1657.889256,0.7,12.6
"1347",2015,72,NA,98,526,53.1,98,NA,0.1,159.9817,0.793,15
"1348",2014,69.9,6.29,95,321,52.3,95,4.36,0.1,1286.56511,0.789,15
"1349",2013,69.5,6.48,99,73,51.4,98,4.3,0.1,1389.8561,0.782,15
"1350",2012,69.1,6.82,95,55,5.6,98,4.32,0.1,12387.18982,0.774,14.7
"1351",2011,68.5,6.63,99,127,49.9,99,4.6,0.1,11634.42422,0.766,14.4
"1352",2010,67.8,6.83,99,4,49.2,98,4.42,0.1,97.649972,0.763,14.5
"1353",2009,67.8,6.64,99,0,48.5,99,4.13,0.1,7165.2775,0.758,14.6
"1354",2008,66.6,7.6,99,20,47.9,99,3.65,0.1,8513.564645,0.758,14.6
"1355",2007,65.3,7.44,94,13,47.3,94,3.19,0.1,6771.414797,0.754,14.7
"1356",2006,65,7.08,99,109,46.8,99,3.73,0.1,5291.57565,0.747,14.3
"1357",2005,64.6,6.94,94,16118,46.3,99,4.7,0.1,3771.278957,0.737,13.9
"1358",2004,64.7,6.55,99,2204,45.8,99,3.95,0.1,2874.288291,0.725,13.5
"1359",2003,64.4,6.58,99,24,45.3,99,3.7,0.1,268.123657,0.714,13.1
"1360",2002,64.7,5.99,95,18,44.8,95,3.61,0.1,1658.31146,0.7,12.7
"1361",2001,64.4,5.75,95,94,44.4,95,3.47,0.1,149.926751,0.685,12.3
"1362",2000,63.9,6,99,245,43.9,96,4.16,0.1,1229.958,0.676,12.1
"1363",2015,63.4,NA,89,95,22,83,NA,2.8,1349.97144,0.55,11.1
"1364",2014,62.9,0.01,92,354,21.3,93,5.72,2.9,1335.6458,0.546,11.1
"1365",2013,62.6,1.84,93,190,2.7,94,5.57,3,1229.114798,0.541,11.1
